text,annotation
የኢትዮጵያ ንግድ ባንክ የአዲስ አበባ ቅርንጫፍ አቶ አርአያ አብርሃ የተባሉ ግለሰብ በሃሰተኛ ንግድ ፈቃድና መታወቂያ ወረቀት በከፈቱት የተንቀሳቃሽ ሂሳብ ውስጥ የደሴ ከተማ የኢትዮጵያ ንግድ ባንክ የሙጋድ ቅርንጫፍ ደንበኛ በሆኑ ግለሰብ ስም የተለያየ የገንዘብ መጠን ያላቸው አራት ቼኮችን ገቢ በማድረግ 1.2 ሚሊዮን ብር ወስደው መሰወራቸውን ለጉዳዩ ቅርበት ያላቸው የባንክ ምንጮች አስታወቁ።,"[('የኢትዮጵያ ንግድ ባንክ', 'ORG'), ('የአዲስ አበባ', 'LOC'), ('አቶ', 'TTL'), ('አርአያ አብርሃ', 'PER'), ('የደሴ ከተማ', 'LOC'), ('የኢትዮጵያ ንግድ ባንክ', 'ORG'), ('የሙጋድ', 'LOC')]"
እ. ኤ. አ ሰኔ ወር 2002 ገቢ የተደረጉት እነዚሁ አራት ቼኮች በግለሰቡ ሂሳብ ውስጥ መኖር አለመኖራቸው ሳይረጋገጥ ክፍያውን እንዴት ሊፈፀም እንደቻለ ጉዳዩ በማጣራት ላይ መሆኑን የጠቆሙት ውስጥ አዋቂዎች ምዝበር መፈጸሙ ሊደረስበት የተቻለው የአዲስ አበባ ቅርንጫፍ ለሙጋድ የላካቸው ቼኮች መልስ በመዘግየቱ በስልክ ሲጠይቅ ደንበኛቸው ከዚህ ቀደም የተጠቀሰውን ያህል መጠን ገንዘብ በሂሳባቸው ውስጥ መኖር አለመኖሩ ያልተጠየቀ መሆኑን በማረጋገጡ ነው ተብሏል።,"[('እ. ኤ. አ ሰኔ ወር 2002', 'TIME'), ('የአዲስ አበባ', 'LOC'), ('ለሙጋድ', 'LOC')]"
አቶ አርአያ በሂሳባቸው ውስጥ 27 ብር ብቻ አስቀርተው ሁሉንም ሙልጭ አድርገው መውሰዳቸውን የባንኩ ኦዲተሮች ያረጋገጡ ሲሆን የሙጋድ ቅርንጫፍ ሳይጠየቅና ማረጋገጫ ሳይሰጥ ገንዘቡ በማንና እንዴት ሊፈቀድ እንደቻለ ያለውን እንቆቅልሽ የማጣራቱን ሥራ በማከናወን ላይ መሆናቸው ታውቋል። እንደ ምንጮቹ ክፍያ የተፈጸመባቸው አራት ሀሰተኛ ቼኮች በባንኩ ማዕከላዊ የመላላኪያ ዘዴ ወደ ሙጋድ ከተላኩ በኋላ በመካከሉ ደብዛቸው በመጥፋቱ በጉዳዩ የብዙ ሰዎች እጅ ይኖርበታል ተብሎ እንደሚጠረጠር ጨምረው አስረድተዋል።,"[('አቶ', 'TTL'), ('አርአያ', 'PER'), ('የሙጋድ', 'LOC'), ('ሙጋድ', 'LOC')]"
የአ. አ መምህራን ማህበር የሠራተኞችን ከሥራ መፈናቀል ተቃወመ,"[('የአ. አ መምህራን ማህበር', 'ORG')]"
የአዲስ አበባ ጊዜያዊ መስተዳድር ከሕግ አግባብ ውጪ የሚያካሂደውን የዜጐችን የመሥራትና የሥራ ዋስትና ማሳጣት ርምጃ አጥብቆ እንደሚቃወም የአዲስ አበባ መምህራን ማህበር አስታወቀ።,"[('የአዲስ አበባ መምህራን ማህበር', 'ORG')]"
ማኅበሩ» ሠላማዊና ሕጋዊ የትግል እርምጃ ለመውሰዱ እንዘጋጅ» በሚል ርዕስ ሰሞኑን ባወጣው መግለጫ ከሕገ- መንግሥቱ ውጭ በጊዜያዊነት የተቋቋመው የአዲስ አበባ መስተዳድር አዲስ የሠራተኞች ድልድል ለማካሄድም ሆነ ሰራተኞችን የማባረር ሕጋዊ ኃላፊነት የሌለው መሆኑን አመልክቷል። የኢትዮጵያ መንግሥት የተቀበለውን የዓለም አቀፍ የሰብዓዊ መብት ድንጋጌ እ. ኤ. አ ጁን 15 ቀን 1960 ዓ. ም ሥራ ላይ የዋለውንና በቅጥርና በሥራ ረገድ የሚደረግ አድልዎን ለማስወገድ የተደረገ ስምምነት የሚፃረር ነው በማለት መንግሥት የተቀበለውን ይህን ዓለም አቀፍ ድንጋጌና ሕገ- መንግሥቱንም ጭምር መስተዳድሩን በመጣስ የዜጐችን የመሥራትና የሥራ ዋስትና መብትን ረግጧል በሚል መስተዳድሩ የሚያደርገውን የሰራተኛን ከሥራ ማፈናቀል አጥብቆ ተቃውሟል።,"[('ጁን 15 ቀን 1960 ዓ. ም', 'TIME')]"
መዐሕድ በተቃዋሚዎች ኅብረት ላይ ቅሬታውን አሰማ,"[('መዐሕድ', 'ORG')]"
በቀኝ አዝማች ነቅዓጥበብ በቀለ የሚመራው የመላው አማራ ሕዝብ ድርጅት (መዐሕድ) በአሜሪካን አገር በሚካሄደው የተቃዋሚ ፖለቲካ ድርጅቶች ኅብረት ስብሰባ ላይ ለመሳተፍ ያቀረበው ጥያቄ መልስ እንደተነፈገው ገልጿል።,"[('በቀኝ አዝማች', 'TTL'), ('ነቅዓጥበብ በቀለ', 'PER'), ('የመላው አማራ ሕዝብ ድርጅት', 'ORG')]"
ይኼን የመዐሕድ ቅሬታ ይዘን የወቅቱን የኢትዮጵያ ተቃዋሚ ፖለቲካ ኅብረት ሊቀመንበር ዶ/ ር መረራ ጉዲናን ጠይቀናል።,"[('የመዐሕድ', 'ORG'), ('የኢትዮጵያ ተቃዋሚ ፖለቲካ ኅብረት', 'ORG'), ('ዶ/ ር', 'TTL'), ('መረራ ጉዲናን', 'PER')]"
ዶ/ ር መረራ መዐሕድ ከዚህ በፊት በስብሰባው ለመገኘት መጠየቁን እንደሚያስታውሱ ተናግረው የአሁኑ ስብሰባም በቋሚ አባላት ብቻ የሚካሄድ መሆኑንና በዚሁ ስብሰባም አዳዲስ አባላት እንዴት የኅብረቱ አባል ሊሆኑ እንደሚችሉ እንደሚወስን ነው የተናገሩት።,"[('ዶ/ ር', 'TTL'), ('መረራ', 'PER'), ('መዐሕድ', 'ORG')]"
ጥሪውን ያቀረቡት ወ/ ሮ እንዳንቺየለም መኮንን የኮንሰርን ኢትዮጵያ የከተማ ላይ ፕሮግራሞች አስተባባሪ ሲሆኑ የዜና ማሠራጫዎች፣ የሥነ ጥበብና የማስታወቂያ ባለሙያዎች ካላባቸው የሙያና የኢትዮጵያዊነት ኃላፊነት ድርሻ የችግሩን አስከፊነት ተገንዝበው፣ ሕብረተሰቡን በመቀስቀስ የበኩላቸውን ድርሻ እንዲወጡ ኮንሰርን ኢትዮጵያ በሰሜን ሆቴል ሚያዝያ 18/ 94 ዓ. ም ለአንድ ቀን በአዘጋጀው ዐውደ ጥናት ላይ በአደረጉት ንግግር አሳስበዋል።,"[('ወ/ ሮ', 'TTL'), ('እንዳንቺየለም መኮንን', 'PER'), ('የኮንሰርን ኢትዮጵያ', 'ORG'), ('በሰሜን ሆቴል', 'LOC'), ('ሚያዝያ 18/ 94 ዓ. ም', 'TIME')]"
"ወ/ ሮ እንዳንቺየለም መኮንን አያይዘውም ኮንሰርን ኢትዮጵያ ዓለም አቀፍ መንግሥታዊ ያልሆነ ድርጅት ሲሆን በአዲስ አበባ ከተማ፣ በአማራና በደቡብ ብሔር፣ ብሔረሰቦችና ሕዝቦች ክልል በርካታ የልማት እንቅስቃሴዎችን ያካሂዳል። በአዲስ አበባ ከተማም ከሚያካሂዳቸው በርካታ የልማት እንቅስቃሴዎች አንዱ ከክልሉ ሠራተኛና ማህበራዊ ቢሮ ጋር በመተባበር የሚሠራው የጎዳና ተዳዳሪነትን ችግር ለመቅረፍ የተቻለውን ሁሉ ጥረት እያደረገ መሆኑን ገልጠው ለዚህ አስከፊ ሁኔታ የተጋለጡትን ወገኖቻችንን ለመታደግ ከዐውደ ጥናቱ ተሳታፊዎች ከፍተኛ የሥራ ድርሻ እንደሚጠበቅ ገልጠዋል። ከዚህ በመቀጠል አቶ ጥላሁን ተፈራ የአዲስ አበባ የሠራተኛና ማህበራዊ ጉዳይ ቢሮ ኃላፊ ሲናገሩ በሀገሪቱ ውስጥ እየተስፋፋ ከመጣው ድህነት ጋር በተያያዘ ምክንያት የጎዳና ተዳዳሪ ሕፃናትና ወጣቶች ቁጥር በተፋጠነ ሁኔታ እያደገ መምጣቱንና በአሁኑ ጊዜ በኢትዮጵያ ውስጥ እስከ 150,  00 የሚደርሱ ጎዳና ተዳዳሪዎች የሚገኙ ሲሆን ከእነዚህ ውስጥ ከ60,  00 የማያንሱት በአዲስ አበባ ከተማ ውስጥ እንደሚገኙ ጠቁመዋል።","[('ወ/ ሮ', 'TTL'), ('እንዳንቺየለም መኮንን', 'PER'), ('በአዲስ አበባ ከተማ', 'LOC'), ('በአማራና', 'LOC'), ('በደቡብ ብሔር፣ ብሔረሰቦችና ሕዝቦች ክልል', 'LOC'), ('በአዲስ አበባ ከተማም', 'LOC'), ('አቶ', 'TTL'), ('ጥላሁን ተፈራ', 'PER'), ('በአዲስ አበባ ከተማ', 'LOC')]"
ይህንን ችግር ለመቅረፍ መንግሥት ከተባበሩት መንግሥታት የሕፃናት መርጃ ድርጅት (ዩኔሴፍ) ጋር በመነጋገር የገንዘብና የቁሳቁስ እርዳታ ከአገኘ በኋላ ሥራውን ከ60 ያላነሱ መንግሥታዊ ያልሆኑ ድርጅቶች አብረውት እንዲሠሩ ጠይቆ ሃያዎቹ ፈቃደኞች ስለሆኑ ከመንግስትም ወገን 9 ጽ/ ቤቶችና ኮሚሽኖች ጋር በመሆን በጠቅላላው 29 መ/ ቤቶች ለአለፉት 3 ዓመታት በአዲስ አበባ ከተማ ውስጥ የሚታየውን የጎዳና ተዳዳሪዎች ችግር ለመቀነስ ሲንቀሳቀሱ መቆየታቸውን ገልጠዋል።,"[('ከተባበሩት መንግሥታት የሕፃናት መርጃ ድርጅት (ዩኔሴፍ', 'ORG'), ('በአዲስ አበባ ከተማ', 'LOC')]"
"እንዲሁም አቶ አውግቸው እርገጤ የቦልሣ ዩኒሴፍ አስተባባሪ በበኩላቸው በሀገራቸው ውስጥ ስለጎዳና ተዳዳሪዎች ጥልቅ የሆነ ጥናት አልተደረገም። በአጠቃላይ ግን አንድ ሚሊዮን የጎዳና ተዳዳሪዎች እንዳሉ ይገመታል። ከነዚህ ውስጥ በከፍተኛ ደረጃ የተጋለጡት 500,  00 ይሆናሉ ተብሎይታመናል። በተለይ ከ100,  00- 120,  00 ሕፃናት ወጣቶችና አረጋውያን ሙሉ በሙሉ ወደ ጎዳና ወጥተው ችግር ላይ የወደቁ ናቸው። ከእነዚህ ውስጥ ደግሞ 60,  00 የሚሆኑት በአዲስ አበባ ከተማችን ውስጥ ይገኛሉ። ይህንን ትልቅ ችግር ለመቅረፍ ሕዝብን ማሣተፍ የማይታለፍ ጉዳይ ስለሆነ በመጀመሪያ ደረጃ ከእናንተ ጋር መወያየቱ ጠቃሚነቱ ታምኖበት ይህ ዐውደ ጥናት ሊዘጋጅ ችሎአል ብለዋል።","[('አቶ', 'TTL'), ('አውግቸው እርገጤ', 'PER'), ('የቦልሣ ዩኒሴፍ', 'ORG'), ('በአዲስ አበባ ከተማችን', 'LOC')]"
አቶ አውግቸው ከሕብረተሰቡ ውስጥ ለዚህ ብርቱ ችግር የሚጋለጡትን ሲያብራሩም ወላጆቻቸው የሞቱባቸው፤ በሕይወትም እያሉ ባለመስማማት የተበታተኑባቸው፣ ሥራ አጥነት፣ የትምህርት ቤቶች በፈረቃ መሥራት፣ የመዝናኛ አለመኖር፣ ከገጠር እየፈለሱ ወደ ከተማ መግባትና ድህነት፣ ለጎዳን ተዳዳሪነት የሚዳርጉ ሲሆኑ አንዳንድ ብልሹ ባልንጀራዎችም በጥሩ ኑሮ ውስጥ የሚገኙ ሕፃናትንና ወጣቶችን መርዘው ለጎዳና ተዳዳሪነት ስለሚዳርጉ የቤተሰብ ቁጥጥር ጠቃሚነት እንዳለው አስረድተዋል።,"[('አቶ', 'TTL'), ('አውግቸው', 'PER')]"
ጥር 10/ 1996 ዓ. ም በኢትዮጵያ መንግሥት የወጣው ያልተጠበቀ መመሪያ በኢትዮጵያዊያንም ሆነ በኤርትራዊያን ዜጐች በጥርጣሬ እየታየ መሆኑን ሪፖርተራችን ያነገገራቸው የተለያዩ የኅብረተሰብ ክፍሎች ገልፀዋል። በሁለቱ ሀገሮች የተነሳው የድንበር ውዝግብ መፍትሔ አጥፎ በእንጥልጥል ላይ እያለ ይህን መሣይ የኢትዮጵያዊያንን ሞራል የሚነካ መመሪያ መውጣት እንደሌለበት አበክረው ብዙዎች ናቸው።,"[('ጥር 10/ 1996 ዓ. ም', 'TIME')]"
ጥር 10 ቀን 1996 ዓ. ም በስደተኞች እና ኢሚግሬሽን መምሪያ የተሰጠው የዜግነት መመሪያ ኤርትራዊያን ወንድሞቻችንና የኢትዮጵያ ሕዝብ የሕዝብ ለሕዝብ ግንኙነቱን አጠናክሮ ለመቀጠል ሲባል መውጣቱን ይገልፃል። በማስከተልም ማንኛውም የኤርትራ ዜጋ ሲፈልግ ኤርትራዊነቱን ትቶ ኢትዮጵያዊ መሆን ይችላል። ይህን ካልፈለገ በኤርትራዊነቱ መብቱ ተጠብቆ በኢትዮጵያ ይኖራል ይላል።,"[('ጥር 10 ቀን 1996 ዓ. ም', 'TIME'), ('በስደተኞች እና ኢሚግሬሽን መምሪያ', 'ORG')]"
በዚህ መመሪያ ላይ ተመርኩዞ የአሜሪካን ድምጽ ሬዲዮ ጣቢያ የአማርኛ ፕሮግራም ከአቶ በረከት ሥምኦን ጋር ባደረገው ቃለምልልስ የማስታወቂያ ሚኒስትሩ አቶ በረከት የኤርትራዊያንን ምርጫ እናከብራለን ብለዋል።,"[('ከአቶ', 'TTL'), ('በረከት ሥምኦን', 'PER'), ('አቶ', 'TTL'), ('በረከት', 'PER')]"
"አቶ በረከት ይህ መመሪያ አሁን ወቅቱ ነው ወይ? ተብለው ሲጠየቁ"" ለዚህ ጉዳይ ወቅት አያስፈልገውም። በኢፌድሪ ሕገ መንግሥት የዜግነት ጉዳይ የተተው ለግለሰቡ ምርጫ ነው። እናም አሁን የወጣው መምሪያ ያንን ነው ያስጠበቀው"" ብለዋል። መመሪያው የጊዜ ገደብ የሌለው፣ ክፍት የሆነ እንደሆነና በሌሎችም ጉዳዮች ላይ መልስ ሰጥተዋል።"" እኛ የምንተዳደረው አሁንም ቢሆን በኤርትራ ሕግና በኤርትራዊያኖች ነው። የኢትዮጵያ ሕዝብ የኤርትራ መንግስት እስረኛ ነው። እስቲ እዩ እዚህ ሀገር ኤርትራዊ በመሆኑ ብቻ የታሰረ የለም ኤርትራ ውስጥ ግን ብዙ ወገኖቻችን በኢትዮጵያዊነታቸው ብቻ ይታሰራሉ። በእውነቱ የድንበሩ ጉዳይ እልባት ሳያገኝና ኢትዮጵያዊያን ያፈሰሱት ደም መፍትሔ ሳያገኝ መመሪያው መውጣቱ ተገቢ አይደለም። እኛ የምንለው ወደ ተገነጠለችው ሀገር ሕዝብ ያውም ጦርነት ከፍቶብን ወገኖቻችንን ለጨረሰ ሕዝብ ከሌላው ሀገር የተለየ መብት ሊሰጠው አይገባም ነው"" ያሉን ግራአዝማች ካህሣይ ናቸው። ለሎች የፖለቲካ ታዛቢዎቻን አንዳንድ የመከላከያ ሰራዊቲ አባልትም በመመሪያው መውጣት እጅግ ከፍተኛ ሀዘን እንደተሰማው ሲገልፁ"" ካሁን በኋላ በዚህ መንግስት ምን እምነት ኖሮን እንናገራለን። እነሱ እንደሁ ይኸው ዞረው ገጠሙ። አሳዛኙ የጠፋው ሕይወትና የወደመው ሀብት ነው። ነገ ኤርትራዊያኖች እንደዛቱ አሳሪ ገራፊ እንደማይሆኑ ስለማናውቅ በገዛ ሀገራችን አንገት ደፍቶ መኖር ይሻላል"" ብለዋል።","[('አቶ', 'TTL'), ('በረከት', 'PER'), ('ግራአዝማች', 'TTL'), ('ካህሣይ', 'PER')]"
ከሚያዝያ 2 ቀን 1993 ጀርሞ በአዲስ አበባ ዩኒቨስቲ ተማሪዎች ህገ መንግሥቱን መሰረት ያደረገ የመብት ጥያቄ ሲነሳ ቆይቷል። ይኸው ጥያቄ እስከ ረቡዕ ሚያዝያ 3 ቀን ከጧቱ አራት ሰዓት ድረስ በሰላማዊ መንገድ ሲቀርብ ቢቆይም ማናቸውም የመንግሥት አካላት ለጥያቄው መልስ ለመስጠት አልፈለጉም። ጥያቄዎቻችንን ከመመለስ ይልቅ በፖሊስ ጭፍን እርምጃ አያሌ የህዝብ ልጆችን በመጨፍጨፍ ለህጋዊ የመብት ጥያቄ ኢ- ፍትሃዊ የሆነ እልባት ለማበጀት ተሞክሮ ሳይሳካ ቀርቷል።,"[('ከሚያዝያ 2 ቀን 1993', 'TIME'), ('በአዲስ አበባ ዩኒቨስቲ', 'ORG'), ('ረቡዕ ሚያዝያ 3 ቀን ከጧቱ አራት ሰዓት', 'TIME')]"
ለኢትዮጵያ አየር መንገድ አዲስ ዋና ሥራ አስፈጻሚ ተሾመ,"[('ለኢትዮጵያ አየር መንገድ', 'ORG')]"
በኢትዮጵያ አየር መንገድ ውስጥ በተለያየ የማኔጅመንት ሥራ ለ27 ዓመታት ያገለገሉት አቶ ግርማ ዋቁ ከጥር 23 ቀን 1996 ዓ. ም. ጀምሮ ዋና ሥራ አስፈጻሚ ሆነው በቦርድ መሾማቸውን የድርጅቱ የሕዝብ ግንኙነት ክፍል ለዝግጅት ክፍላችን በላከው ጋዜጣዊ መግለጫ አስታወቀ።,"[('በኢትዮጵያ አየር መንገድ', 'ORG'), ('አቶ', 'TTL'), ('ግርማ ዋቁ', 'PER'), ('ከጥር 23 ቀን 1996 ዓ. ም. ጀምሮ', 'TIME')]"
መግለጫው አቶ ግርማ ዋቄ በተለያዩ ዓለም አቀፍ ድርጅቶች ውስጥ በሽያጭና በማርኬቲንግ አስተዳደር የኃላፊነት ቦታዎች ላይ ከ37 ዓመታት በላይ ልምድ ያካበቱ የአየር ትራንስፖርት ፕሮፌሽናል መሆናቸውን ገልጿል።,"[('አቶ', 'TTL'), ('ግርማ ዋቄ', 'PER')]"
አቶ ግርማ ከኢትዮያ አየር መንገድ ሌላ እ. ኤ. አ በ1993 ዓ. ም. በዩናይትድ ዓረብ ኤሚሬትስ ገልፍ አየር መንገድ ውስጥ ተቀጥረው በከፍተኛ የማኔጅመንት ቦታ ላይ የጭነት ገበያ ዕድገትን ሲያስተዳድሩ መቆየታቸውን የጠቀሰው መግለጫው በዚሁ አየር መንገድ ውስጥ በማርኬቲንግ እና በሽያጭ ማኔጀርነት እንዲሁም እ. ኤ. አ ከ2001 ዓ. ም. ጀምሮ የገልፍ አየር መንገድ ካርጐ ዲቪዥን ሲመሩ እንደቆዩ አስረድቷል። በመካከልም እ. ኤ. አ ከ1996 እስከ 1998 ድረስ የገልፍ አየር መንገድን ለቅቀው በዲ. ኤች. ኤል ውስጥ ሪጅናል ጄኔራል ፍሬይት ማኔጀር በመሆን መስራታቸውን ጨምሮ ገልጿል።,"[('አቶ', 'TTL'), ('ግርማ', 'PER'), ('እ. ኤ. አ በ1993 ዓ. ም.', 'TIME'), ('እ. ኤ. አ ከ2001 ዓ. ም. ጀምሮ', 'TIME'), ('እ. ኤ. አ ከ1996', 'TIME'), ('እስከ 1998', 'TIME')]"
